SpeciesName	NCBI_TaxID	accession	author	journal	gene	country
Rhinolophus paradoxolophus	479477	AEA35746	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	China:Guizhou, Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AEA35747	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	China:Guizhou, Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AEA35748	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	China:Guizhou, Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AEA35749	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	China:Guizhou, Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AEA35750	Kruskop S.V., Eger J.L., Lim B.K., Engstrom M.D., Francis C.M., Guillen Servent A., Ivanova N.V., Borisenko A.V.	Unpublished.	COI	Laos:Khammouan, Ban Xam Kang, Hin Nam No Region
Rhinolophus paradoxolophus	479477	AFD11065		Unpublished.	COI	China:Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AFD11066		Unpublished.	COI	China:Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AFD11067		Unpublished.	COI	China:Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AFD11071		Unpublished.	COI	China:Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AFD11073		Unpublished.	COI	China:Libo, Shuipu Village, Yuping Town
Rhinolophus paradoxolophus	479477	AFJ54393	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	CS	NaN
Rhinolophus paradoxolophus	479477	AFJ54415	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	FH	NaN
Rhinolophus paradoxolophus	479477	AFJ54424	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	IDH1	NaN
Rhinolophus paradoxolophus	479477	AFJ54446	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	IDH3G	NaN
Rhinolophus paradoxolophus	479477	AFJ54466	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	MDH1	NaN
Rhinolophus paradoxolophus	479477	AFJ54475	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	MDH2	NaN
Rhinolophus paradoxolophus	479477	AFJ54527	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	SUCLA2	NaN
Rhinolophus paradoxolophus	479477	AFJ54555	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	SUCLG2	NaN
Rhinolophus paradoxolophus	479477	AFJ54572	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	ACO1	NaN
Rhinolophus paradoxolophus	479477	AFJ54596	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	PDK4	NaN
Rhinolophus paradoxolophus	479477	AFJ54611	Zhang Y.P., Shen Y.Y., Chen X.	Unpublished.	NNT	NaN
Rhinolophus paradoxolophus	479477	AFJ72235	Zhang Y.P.	Unpublished.	HoxA4	NaN
Rhinolophus paradoxolophus	479477	AFJ72252	Zhang Y.P.	Unpublished.	HoxA6	NaN
Rhinolophus paradoxolophus	479477	AFJ72281	Zhang Y.P.	Unpublished.	Hoxa7	NaN
Rhinolophus paradoxolophus	479477	AFJ72293	Zhang Y.P.	Unpublished.	HoxA9	NaN
Rhinolophus paradoxolophus	479477	AFJ72359	Zhang Y.P.	Unpublished.	HoxB2	NaN
Rhinolophus paradoxolophus	479477	AFJ72368	Zhang Y.P.	Unpublished.	HoxB3	NaN
Rhinolophus paradoxolophus	479477	AFJ72409	Zhang Y.P.	Unpublished.	HoxB5	NaN
Rhinolophus paradoxolophus	479477	AFJ72425	Zhang Y.P.	Unpublished.	HoxB5	NaN
Rhinolophus paradoxolophus	479477	AFJ72444	Zhang Y.P.	Unpublished.	HoxB6	NaN
Rhinolophus paradoxolophus	479477	AFJ72454	Zhang Y.P.	Unpublished.	HoxB6	NaN
Rhinolophus paradoxolophus	479477	AFJ72468	Zhang Y.P.	Unpublished.	HoxB7	NaN
Rhinolophus paradoxolophus	479477	AFJ72495	Zhang Y.P.	Unpublished.	HoxB8	NaN
Rhinolophus paradoxolophus	479477	AFJ72518	Zhang Y.P.	Unpublished.	HoxB9	NaN
Rhinolophus paradoxolophus	479477	AFJ72537	Zhang Y.P.	Unpublished.	HoxB13	NaN
Rhinolophus paradoxolophus	479477	AFJ72577	Zhang Y.P.	Unpublished.	HoxC5	NaN
Rhinolophus paradoxolophus	479477	AFJ72597	Zhang Y.P.	Unpublished.	HoxC5	NaN
Rhinolophus paradoxolophus	479477	AFJ72619	Zhang Y.P.	Unpublished.	HoxC6	NaN
Rhinolophus paradoxolophus	479477	AFJ72652	Zhang Y.P.	Unpublished.	HoxC8	NaN
Rhinolophus paradoxolophus	479477	AFJ72673	Zhang Y.P.	Unpublished.	HoxC9	NaN
Rhinolophus paradoxolophus	479477	AFJ72699	Zhang Y.P.	Unpublished.	HoxC10	NaN
Rhinolophus paradoxolophus	479477	AFJ72728	Zhang Y.P.	Unpublished.	HoxC12	NaN
Rhinolophus paradoxolophus	479477	AFJ72751	Zhang Y.P.	Unpublished.	HoxD3	NaN
Rhinolophus paradoxolophus	479477	AFJ72769	Zhang Y.P.	Unpublished.	HoxD4	NaN
Rhinolophus paradoxolophus	479477	AFJ72791	Zhang Y.P.	Unpublished.	HoxD8	NaN
Rhinolophus paradoxolophus	479477	AFJ72850	Zhang Y.P.	Unpublished.	HoxD10	NaN
Rhinolophus paradoxolophus	479477	AFJ72871	Zhang Y.P.	Unpublished.	HoxD11	NaN
Rhinolophus paradoxolophus	479477	AFL02779	Zhou T.C., Shen Y.Y., Zhang Y.P.	Unpublished.	pklr	China:Yunnan
Rhinolophus paradoxolophus	479477	AGB85118	Ai W.M., Chen S.B., Chen X., Shen X.J., Shen Y.Y.	FEBS Lett. 588(3):450-454(2014).	IDH2	NaN
Rhinolophus paradoxolophus	479477	AGB85151	Ai W.M., Chen S.B., Chen X., Shen X.J., Shen Y.Y.	FEBS Lett. 588(3):450-454(2014).	ADPGK	NaN
Rhinolophus paradoxolophus	479477	AJF41147	Zhang Y.P.	Unpublished.	CYP2E1	NaN
Rhinolophus paradoxolophus	479477	AJF41170	Zhang Y.P.	Unpublished.	Cat	NaN
Rhinolophus paradoxolophus	479477	AJF41184	Zhang Y.P.	Unpublished.	ADH1	NaN
Rhinolophus paradoxolophus	479477	AJF41199	Zhang Y.P.	Unpublished.	ADH6	NaN
Rhinolophus paradoxolophus	479477	AJF41207	Zhang Y.P.	Unpublished.	ADH4	NaN
Rhinolophus paradoxolophus	479477	AQY61400	Tu V.T., Hassanin A., Gorfol T., Arai S., Fukui D., Thanh H.T., Son N.T., Furey N.M., Csorba G.	J. Zool. Syst. Evol. Res. 55(3):177-198(2017).	cytb	Viet Nam
Rhinolophus paradoxolophus	479477	AQY61401	Tu V.T., Hassanin A., Gorfol T., Arai S., Fukui D., Thanh H.T., Son N.T., Furey N.M., Csorba G.	J. Zool. Syst. Evol. Res. 55(3):177-198(2017).	cytb	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04247	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	CYTB	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04248	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	CYTB	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04249	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	CYTB	China
Rhinolophus paradoxolophus	479477	AXQ04377	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	THY	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04378	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	THY	China
Rhinolophus paradoxolophus	479477	AXQ04379	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	THY	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04452	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	CO1	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04453	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	CO1	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04458	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	CO1	China
Rhinolophus paradoxolophus	479477	AXQ04563	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	ND2	China
Rhinolophus paradoxolophus	479477	AXQ04569	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	ND2	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04570	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	ND2	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04657	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	ACOX2	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04658	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	ACOX2	China
Rhinolophus paradoxolophus	479477	AXQ04669	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	ACOX2	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04735	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	COPS7A	China
Rhinolophus paradoxolophus	479477	AXQ04736	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	COPS7A	Viet Nam
Rhinolophus paradoxolophus	479477	AXQ04739	Zhang L., Sun K., Liu T., Zhao H., Csorba G., Jin L., Thong V.D., Feng J.	Zool. Scr. 0:1-18(2018).	COPS7A	Viet Nam
Rhinolophus darlingi	49443	AAB05789	Adkins R.M., Honeycutt R.L.	Adv. Primatol. 10:227-249(1993).	NaN	NaN
Rhinolophus darlingi	49443	ACC17822	Zhou Z.M., Guillen-Servent A., Lim B.K., Eger J.L., Wang Y.X., Jiang X.L.	J. Mammal. 90(1):57-73(2009).	cytb	Swaziland:Mlawula Reserve
Rhinolophus darlingi	49443	ACO48474	Stoffberg S., Jacobs D.S., Mackie I.J., Matthee C.A.	Mol. Phylogenet. Evol. 54(1):1-9(2010).	THY	NaN
Rhinolophus darlingi	49443	ACQ99560	Stoffberg S., Jacobs D.S., Mackie I.J., Matthee C.A.	Mol. Phylogenet. Evol. 54:1-9(2009).	cytb	NaN
Rhinolophus darlingi	49443	AMJ38641	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ABHD11	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38642	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ABHD11	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38643	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ABHD11	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38644	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ABHD11	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ38645	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ABHD11	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ38646	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ABHD11	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	AMJ38754	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ACOX2	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38755	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ACOX2	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38756	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ACOX2	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38757	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ACOX2	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ38758	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ACOX2	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ38759	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ACOX2	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	AMJ38867	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	BGN	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38868	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	BGN	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38869	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	BGN	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38870	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	BGN	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ38871	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	BGN	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ38872	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	BGN	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	AMJ38978	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	COPS7A	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38979	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	COPS7A	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38980	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	COPS7A	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ38981	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	COPS7A	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ38982	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	COPS7A	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ38983	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	COPS7A	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	AMJ39095	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ROGDI	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39096	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ROGDI	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39097	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ROGDI	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39098	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ROGDI	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ39099	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ROGDI	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ39100	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	ROGDI	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	AMJ39207	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	STAT5A	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39208	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	STAT5A	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39209	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	STAT5A	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39210	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	STAT5A	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ39211	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	STAT5A	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ39212	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	STAT5A	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	AMJ39319	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	CYTB	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39320	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	CYTB	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39321	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	CYTB	South Africa:Elandshoek Mine
Rhinolophus darlingi	49443	AMJ39322	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	CYTB	South Africa:Sudwala Cave
Rhinolophus darlingi	49443	AMJ39323	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	CYTB	Zimbabwe:Matopos
Rhinolophus darlingi	49443	AMJ39324	Dool S.E., Puechmaille S.J., Foley N.M., Allegrini B., Bastian A., Mutumi G.L., Maluleke T.G., Odendaal L.J., Teeling E.C., Jacobs D.S.	Mol. Phylogenet. Evol. 97:196-212(2016).	CYTB	Zimbabwe:Mushandike
Rhinolophus darlingi	49443	ASF87409	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87410	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87411	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87412	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87413	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87414	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87415	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	ASF87416	Sampson N., Ithete N.L., Richards L.R., Schoeman M.C., Preiser W.	Unpublished.	NaN	South Africa
Rhinolophus darlingi	49443	CAI26350	Eick G.N.	Submitted (25-NOV-2004) to the INSDC. Eick G.N., Zoology, University of Stellenbosch, Department of Zoology, University of Stellenbosch, Private Bag X1, Matieland, Western Cape, 7602, SOUTH AFRICA.	stat5A	NaN
Rhinolophus darlingi	49443	CAI28457	Eick G.N.	Submitted (25-NOV-2004) to the INSDC. Eick G.N., Zoology, University of Stellenbosch, Department of Zoology, University of Stellenbosch, Matieland, Western Cape, 7602, SOUTH AFRICA.	tshb	NaN
Rhinolophus darlingi	49443	CAI28509	Eick G.N.	Submitted (25-NOV-2004) to the INSDC. Eick G.N., Zoology, University of Stellenbosch, Department of Zoology, University of Stellenbosch, Matieland, Western Cape, 7602, SOUTH AFRICA.	prkc1	NaN
Rhinolophus darlingi	49443	CAI29244	Eick G.N.	Submitted (25-NOV-2004) to the INSDC. Eick G.N., Zoology, University of Stellenbosch, Department of Zoology, University of Stellenbosch, Matieland, Western Cape, 7602, SOUTH AFRICA.	sptbn	NaN
Rhinolophus darlingi	49443	QEM21545	Demos T.C., Webala P.W., Goodman S.M., Kerbis Peterhans J.C., Bartonjo M., Patterson B.D.	BMC Evol. Biol. 19(1):166-166(2019).	CYTB	Malawi
Rhinolophus clivosus complex sp. 1 TD-2019	2603871	QEM21513	Demos T.C., Webala P.W., Goodman S.M., Kerbis Peterhans J.C., Bartonjo M., Patterson B.D.	BMC Evol. Biol. 19(1):166-166(2019).	CYTB	Malawi
Rhinolophus clivosus complex sp. 1 TD-2019	2603871	QEM21514	Demos T.C., Webala P.W., Goodman S.M., Kerbis Peterhans J.C., Bartonjo M., Patterson B.D.	BMC Evol. Biol. 19(1):166-166(2019).	CYTB	Malawi
Rhinolophus clivosus complex sp. 1 TD-2019	2603871	QEM21515	Demos T.C., Webala P.W., Goodman S.M., Kerbis Peterhans J.C., Bartonjo M., Patterson B.D.	BMC Evol. Biol. 19(1):166-166(2019).	CYTB	Malawi
Rhinolophus clivosus complex sp. 1 TD-2019	2603871	QEM21516	Demos T.C., Webala P.W., Goodman S.M., Kerbis Peterhans J.C., Bartonjo M., Patterson B.D.	BMC Evol. Biol. 19(1):166-166(2019).	CYTB	Mozambique
